"","time (hours)","N1 matric potential (hPa)","N1 theta (m³/m³)","N1 flux (cm/h)","N2 matric potential (hPa)","N2 theta (m³/m³)","N2 flux (cm/h)","N3 matric potential (hPa)","N3 theta (m³/m³)","N3 flux (cm/h)"
"1286",517.0552,-53.94,0.3931,-0.105,-38.75,0.3342,-0.0307,-12.09,0.4038,-0.00568
"1287",517.0958,-53.25,0.3935,-0.13,-38.66,0.3343,-0.0308,-12.09,0.4038,-0.00569
"1288",517.1485,-52.16,0.3943,-0.161,-38.54,0.3345,-0.0311,-12.09,0.4038,-0.00572
"1289",517.217,-50.61,0.3955,-0.194,-38.39,0.3346,-0.0314,-12.08,0.4038,-0.00575
"1290",517.304,-48.67,0.3969,-0.225,-38.18,0.3349,-0.032,-12.08,0.4038,-0.0058
"1291",517.42,-46.17,0.3987,-0.255,-37.88,0.3352,-0.0332,-12.07,0.4038,-0.00586
"1292",517.565,-43.39,0.4006,-0.281,-37.42,0.3357,-0.0355,-12.06,0.4038,-0.00596
"1293",517.7825,-39.82,0.4031,-0.304,-36.49,0.3369,-0.0411,-12.05,0.4039,-0.00611
"1294",518,-36.56,0.4052,-0.322,-35.29,0.3384,-0.0492,-12.03,0.4039,-0.00628
"1295",518.024,-36.42,0.4053,-0.302,-35.18,0.3386,-0.0501,-12.03,0.4039,-0.0063
"1296",518.0552,-36.56,0.4052,-0.269,-34.99,0.3388,-0.0514,-12.02,0.4039,-0.00633
"1297",518.0958,-36.99,0.405,-0.228,-34.75,0.3391,-0.0532,-12.02,0.4039,-0.00636
"1298",518.1485,-37.64,0.4045,-0.191,-34.4,0.3395,-0.0556,-12.01,0.4039,-0.00641
"1299",518.217,-38.46,0.404,-0.157,-33.94,0.3401,-0.0587,-12.01,0.4039,-0.00648
"1300",518.304,-39.38,0.4033,-0.129,-33.33,0.3409,-0.0623,-12,0.4039,-0.00656
"1301",518.42,-40.41,0.4026,-0.105,-32.53,0.3419,-0.0661,-11.99,0.4039,-0.00668
"1302",518.565,-41.45,0.4019,-0.0864,-31.63,0.343,-0.0692,-11.97,0.4039,-0.00683
"1303",518.7825,-42.61,0.4011,-0.0699,-30.53,0.3444,-0.071,-11.94,0.404,-0.00708
"1304",519,-43.54,0.4005,-0.0592,-29.67,0.3455,-0.0707,-11.91,0.404,-0.00736
"1305",519.024,-43.51,0.4005,-0.0702,-29.56,0.3456,-0.0707,-11.91,0.404,-0.00739
"1306",519.0552,-43.2,0.4007,-0.0941,-29.46,0.3458,-0.0706,-11.9,0.404,-0.00746
"1307",519.0958,-42.5,0.4012,-0.13,-29.32,0.346,-0.0704,-11.9,0.404,-0.00756
"1308",519.1485,-41.38,0.4019,-0.17,-29.15,0.3462,-0.0702,-11.89,0.404,-0.0077
"1309",519.217,-39.85,0.403,-0.208,-28.95,0.3465,-0.07,-11.89,0.404,-0.00787
"1310",519.304,-37.99,0.4043,-0.242,-28.68,0.3468,-0.0702,-11.88,0.404,-0.00807
"1311",519.42,-35.64,0.4058,-0.275,-28.29,0.3474,-0.0716,-11.86,0.404,-0.00832
"1312",519.565,-33.14,0.4074,-0.3,-27.68,0.3482,-0.0755,-11.84,0.404,-0.00863
"1313",519.7825,-29.98,0.4095,-0.322,-26.44,0.3499,-0.0857,-11.8,0.4041,-0.0091
"1314",520,-27.09,0.4112,-0.339,-24.85,0.352,-0.0998,-11.75,0.4041,-0.00961
"1315",520.25,-30.99,0.4093,-0.152,-23.12,0.3545,-0.111,-11.7,0.4042,-0.0106
"1316",520.625,-33.72,0.4069,-0.0879,-21.52,0.3569,-0.113,-11.59,0.4043,-0.012
"1317",521,-36.74,0.4051,-0.0477,-20.71,0.358,-0.105,-11.45,0.4044,-0.0136
"1318",521.5,-39.03,0.4035,-0.0343,-20.5,0.3584,-0.0914,-11.17,0.4046,-0.016
"1319",522,-41.03,0.4022,-0.0246,-20.65,0.3581,-0.0792,-10.82,0.4049,-0.0188
"1320",522.5,-42.51,0.4012,-0.0208,-21.01,0.3575,-0.0695,-10.43,0.4053,-0.0219
"1321",523,-43.8,0.4003,-0.0175,-21.46,0.3569,-0.0618,-10,0.4057,-0.0251
"1322",524,-45.73,0.3989,-0.0144,-22.45,0.3554,-0.0515,-9.07,0.4065,-0.0293
"1323",524.024,-45.84,0.3989,-0.0144,-22.46,0.3554,-0.0511,-9.06,0.4065,-0.0296
"1324",524.0552,-45.87,0.3989,-0.0149,-22.49,0.3554,-0.0509,-9.02,0.4065,-0.0297
"1325",524.0958,-45.94,0.3988,-0.0157,-22.53,0.3553,-0.0504,-8.99,0.4065,-0.03
"1326",524.1485,-46,0.3988,-0.0165,-22.58,0.3552,-0.0499,-8.94,0.4066,-0.0302
"1327",524.217,-46.09,0.3987,-0.0173,-22.65,0.3551,-0.0493,-8.88,0.4066,-0.0306
"1328",524.304,-46.19,0.3986,-0.018,-22.74,0.355,-0.0485,-8.8,0.4067,-0.031
"1329",524.42,-46.32,0.3986,-0.0186,-22.85,0.3549,-0.0476,-8.7,0.4068,-0.0316
"1330",524.565,-46.49,0.3984,-0.0189,-22.98,0.3547,-0.0466,-8.57,0.4069,-0.0322
"1331",524.7825,-46.73,0.3983,-0.0191,-23.18,0.3544,-0.0452,-8.4,0.407,-0.0331
"1332",525,-46.98,0.3981,-0.019,-23.37,0.3541,-0.044,-8.23,0.4072,-0.0339
"1333",525.024,-46.99,0.3981,-0.0203,-23.39,0.3541,-0.0439,-8.21,0.4072,-0.0341
"1334",525.0552,-46.98,0.3981,-0.0229,-23.41,0.354,-0.0437,-8.19,0.4072,-0.0343
"1335",525.0958,-46.93,0.3981,-0.0268,-23.45,0.354,-0.0435,-8.17,0.4072,-0.0346
"1336",525.1485,-46.84,0.3982,-0.0312,-23.49,0.3539,-0.0432,-8.13,0.4073,-0.0349
"1337",525.217,-46.71,0.3983,-0.0358,-23.55,0.3538,-0.0429,-8.09,0.4073,-0.0353
"1338",525.304,-46.55,0.3984,-0.0399,-23.61,0.3538,-0.0426,-8.04,0.4073,-0.0357
"1339",525.42,-46.35,0.3985,-0.0437,-23.69,0.3536,-0.0424,-7.98,0.4074,-0.0361
"1340",525.565,-46.14,0.3987,-0.0468,-23.78,0.3535,-0.0423,-7.9,0.4075,-0.0366
"1341",525.7825,-45.87,0.3989,-0.0497,-23.87,0.3534,-0.0425,-7.78,0.4076,-0.0372
"1342",526,-45.64,0.399,-0.0517,-23.92,0.3533,-0.0429,-7.68,0.4076,-0.0377
"1343",526.25,-46.24,0.3987,-0.033,-23.98,0.3533,-0.0431,-7.6,0.4077,-0.0387
"1344",526.625,-46.97,0.3981,-0.023,-24.08,0.3531,-0.0425,-7.48,0.4078,-0.0395
"1345",527,-47.75,0.3976,-0.016,-24.24,0.3529,-0.0413,-7.39,0.4079,-0.04
"1346",527.5,-48.56,0.397,-0.0129,-24.53,0.3525,-0.0392,-7.32,0.408,-0.0409
"1347",528,-49.3,0.3964,-0.0109,-24.87,0.352,-0.0371,-7.26,0.408,-0.0413
"1348",528.5,-49.95,0.396,-0.00976,-25.23,0.3515,-0.0351,-7.29,0.408,-0.0423
"1349",529,-50.56,0.3955,-0.00895,-25.61,0.351,-0.0333,-7.3,0.408,-0.0424
"1350",530,-51.62,0.3947,-0.00793,-26.37,0.35,-0.0305,-7.32,0.4079,-0.0415
"1351",531,-52.6,0.394,-0.00716,-27.1,0.349,-0.0281,-7.36,0.4079,-0.0404
"1352",532,-53.48,0.3934,-0.00657,-27.81,0.348,-0.0262,-7.48,0.4078,-0.0397
"1353",533,-54.31,0.3928,-0.00609,-28.49,0.3471,-0.0245,-7.67,0.4077,-0.0391
"1354",534,-55.08,0.3922,-0.00573,-29.15,0.3462,-0.0231,-7.81,0.4075,-0.0375
"1355",535,-55.81,0.3917,-0.00541,-29.77,0.3454,-0.0218,-8.01,0.4074,-0.0366
"1356",536,-56.69,0.3911,-0.00317,-30.39,0.3446,-0.0206,-8.25,0.4072,-0.0358
"1357",537,-57.81,0.3903,0.00134,-31.06,0.3437,-0.0192,-8.48,0.407,-0.0345
"1358",538,-59.11,0.3893,0.00613,-31.79,0.3428,-0.0176,-8.75,0.4067,-0.0337
"1359",539,-60.53,0.3883,0.0106,-32.58,0.3418,-0.0158,-8.99,0.4065,-0.0325
"1360",540,-61.99,0.3872,0.0141,-33.44,0.3408,-0.0139,-9.23,0.4063,-0.0312
"1361",541,-63.42,0.3861,0.0166,-34.32,0.3396,-0.0122,-9.52,0.4061,-0.0304
"1362",542,-64.75,0.3851,0.0177,-35.23,0.3385,-0.0105,-9.75,0.4059,-0.0289
"1363",543,-65.93,0.3842,0.0174,-36.13,0.3374,-0.0091,-10.06,0.4056,-0.0281
"1364",544,-66.9,0.3835,0.0158,-36.99,0.3363,-0.00795,-10.26,0.4054,-0.0263
"1365",545,-67.61,0.383,0.0129,-37.8,0.3353,-0.00717,-10.51,0.4052,-0.0251
"1366",546,-68.05,0.3826,0.00889,-38.53,0.3345,-0.00675,-10.69,0.405,-0.0236
"1367",547,-68.21,0.3825,0.00413,-39.15,0.3338,-0.00668,-10.93,0.4048,-0.0227
"1368",548,-68.29,0.3825,7e-04,-39.68,0.3332,-0.00686,-11.16,0.4046,-0.0217
"1369",549,-68.43,0.3824,-0.000635,-40.11,0.3327,-0.00708,-11.35,0.4045,-0.0205
"1370",550,-68.61,0.3822,-0.00126,-40.5,0.3323,-0.00731,-11.56,0.4043,-0.0197
"1371",551,-68.82,0.3821,-0.00152,-40.84,0.3319,-0.00749,-11.78,0.4041,-0.0191
"1372",552,-69.04,0.3819,-0.00166,-41.15,0.3315,-0.0076,-12.01,0.4039,-0.0186
"1373",553,-69.27,0.3817,-0.00173,-41.45,0.3312,-0.00767,-12.25,0.4037,-0.0182
"1374",554,-69.51,0.3816,-0.00177,-41.73,0.3309,-0.0077,-12.43,0.4035,-0.0174
"1375",555,-69.75,0.3814,-0.00179,-42,0.3306,-0.0077,-12.62,0.4033,-0.0169
"1376",555.024,-69.74,0.3814,-0.00261,-42.01,0.3306,-0.00771,-12.63,0.4033,-0.0168
"1377",555.0552,-69.71,0.3814,-0.00475,-42.01,0.3306,-0.00771,-12.63,0.4033,-0.0168
"1378",555.0958,-69.61,0.3815,-0.00878,-42.03,0.3305,-0.00771,-12.64,0.4033,-0.0167
"1379",555.1485,-69.43,0.3816,-0.0144,-42.04,0.3305,-0.00771,-12.64,0.4033,-0.0166
"1380",555.217,-69.13,0.3818,-0.021,-42.06,0.3305,-0.00771,-12.65,0.4033,-0.0164
"1381",555.304,-68.73,0.3821,-0.0278,-42.08,0.3305,-0.00772,-12.66,0.4033,-0.0163
"1382",555.42,-68.18,0.3825,-0.0347,-42.11,0.3304,-0.00776,-12.67,0.4033,-0.0161
"1383",555.565,-67.54,0.383,-0.0409,-42.14,0.3304,-0.00788,-12.68,0.4033,-0.016
"1384",555.7825,-66.65,0.3837,-0.0471,-42.15,0.3304,-0.00822,-12.7,0.4033,-0.0158
"1385",556,-65.84,0.3843,-0.0516,-42.14,0.3304,-0.00872,-12.73,0.4032,-0.0156
"1386",556.25,-64.85,0.385,-0.0584,-42.08,0.3305,-0.00948,-12.75,0.4032,-0.0154
"1387",556.625,-63.5,0.3861,-0.0643,-41.89,0.3307,-0.0109,-12.79,0.4032,-0.0151
"1388",557,-62.24,0.387,-0.0685,-41.61,0.331,-0.0126,-12.82,0.4032,-0.0149
"1389",557.5,-60.38,0.3884,-0.0774,-41.07,0.3316,-0.0152,-12.86,0.4031,-0.0146
"1390",558,-58.71,0.3896,-0.0819,-40.41,0.3323,-0.018,-12.91,0.4031,-0.0144
"1391",558.5,-56.42,0.3912,-0.0966,-39.59,0.3333,-0.0212,-12.94,0.4031,-0.0143
"1392",559,-54.44,0.3927,-0.103,-38.64,0.3343,-0.0247,-12.98,0.403,-0.0141
"1393",560,-49.9,0.396,-0.122,-36.15,0.3373,-0.0337,-12.96,0.403,-0.0139
"1394",560.024,-49.89,0.396,-0.119,-36.15,0.3374,-0.0341,-12.97,0.403,-0.014
"1395",560.0552,-49.83,0.396,-0.114,-36.06,0.3374,-0.0344,-12.97,0.403,-0.014
"1396",560.0958,-49.85,0.396,-0.107,-35.97,0.3376,-0.0349,-12.97,0.403,-0.014
"1397",560.1485,-49.91,0.396,-0.0989,-35.83,0.3377,-0.0354,-12.98,0.403,-0.0141
"1398",560.217,-50.02,0.3959,-0.0907,-35.66,0.338,-0.0362,-12.98,0.403,-0.0142
"1399",560.304,-50.16,0.3958,-0.0834,-35.44,0.3382,-0.037,-12.99,0.403,-0.0144
"1400",560.42,-50.32,0.3957,-0.0768,-35.15,0.3386,-0.0381,-13,0.403,-0.0145
"1401",560.565,-50.47,0.3956,-0.0713,-34.79,0.339,-0.0392,-13.01,0.403,-0.0146
"1402",560.7825,-50.6,0.3955,-0.0663,-34.31,0.3397,-0.0402,-13.02,0.403,-0.0148
"1403",561,-50.67,0.3954,-0.063,-33.87,0.3402,-0.0409,-13.03,0.403,-0.0149
"1404",561.024,-50.69,0.3954,-0.0617,-33.82,0.3403,-0.041,-13.03,0.403,-0.0149
"1405",561.0552,-50.73,0.3954,-0.0595,-33.76,0.3403,-0.0411,-13.03,0.403,-0.0149
"1406",561.0958,-50.8,0.3953,-0.0562,-33.68,0.3404,-0.0412,-13.03,0.403,-0.015
"1407",561.1485,-50.92,0.3953,-0.0525,-33.58,0.3406,-0.0413,-13.03,0.403,-0.015
"1408",561.217,-51.07,0.3951,-0.0485,-33.46,0.3407,-0.0414,-13.03,0.403,-0.015
"1409",561.304,-51.26,0.395,-0.0448,-33.31,0.3409,-0.0414,-13.03,0.403,-0.0151
"1410",561.42,-51.49,0.3948,-0.0413,-33.13,0.3411,-0.0414,-13.03,0.403,-0.0151
"1411",561.565,-51.74,0.3947,-0.0381,-32.93,0.3414,-0.0412,-13.03,0.403,-0.0152
"1412",561.7825,-52.05,0.3944,-0.0351,-32.68,0.3417,-0.0407,-13.02,0.403,-0.0154
"1413",562,-52.32,0.3942,-0.0329,-32.48,0.342,-0.0401,-13.01,0.403,-0.0156
"1414",562.25,-53.12,0.3937,-0.0185,-32.31,0.3422,-0.0391,-13,0.403,-0.016
"1415",562.625,-54.14,0.3929,-0.00922,-32.18,0.3423,-0.0373,-12.98,0.403,-0.0165
"1416",563,-55.14,0.3922,-0.00269,-32.16,0.3424,-0.0351,-12.95,0.403,-0.017
"1417",563.5,-56.31,0.3913,0.00229,-32.29,0.3422,-0.0322,-12.91,0.4031,-0.0179
"1418",564,-57.35,0.3906,0.00521,-32.52,0.3419,-0.0294,-12.85,0.4031,-0.0187
"1419",564.024,-57.4,0.3905,0.00443,-32.52,0.3419,-0.0292,-12.85,0.4031,-0.0187
"1420",564.0552,-57.42,0.3905,0.00205,-32.54,0.3419,-0.0291,-12.84,0.4031,-0.0188
"1421",564.0958,-57.39,0.3905,-0.00199,-32.56,0.3418,-0.0288,-12.84,0.4031,-0.0188
"1422",564.1485,-57.32,0.3906,-0.00711,-32.59,0.3418,-0.0286,-12.83,0.4032,-0.0189
"1423",564.217,-57.19,0.3907,-0.0127,-32.62,0.3418,-0.0282,-12.82,0.4032,-0.0189
"1424",564.304,-57.01,0.3908,-0.0181,-32.67,0.3417,-0.0278,-12.81,0.4032,-0.019
"1425",564.42,-56.77,0.391,-0.0231,-32.74,0.3416,-0.0273,-12.79,0.4032,-0.0192
"1426",564.565,-56.51,0.3912,-0.0275,-32.81,0.3415,-0.0269,-12.77,0.4032,-0.0193
"1427",564.7825,-56.18,0.3914,-0.0315,-32.9,0.3414,-0.0265,-12.73,0.4032,-0.0196
"1428",565,-55.89,0.3916,-0.0343,-32.96,0.3413,-0.0264,-12.69,0.4033,-0.0198
"1429",565.024,-55.82,0.3917,-0.0372,-32.97,0.3413,-0.0263,-12.69,0.4033,-0.0198
"1430",565.0552,-55.68,0.3918,-0.0431,-32.98,0.3413,-0.0263,-12.68,0.4033,-0.0199
"1431",565.0958,-55.4,0.392,-0.0531,-32.99,0.3413,-0.0263,-12.68,0.4033,-0.0199
"1432",565.1485,-54.95,0.3923,-0.0653,-33,0.3413,-0.0263,-12.67,0.4033,-0.0199
"1433",565.217,-54.31,0.3928,-0.0786,-33.01,0.3413,-0.0264,-12.65,0.4033,-0.02
"1434",565.304,-53.49,0.3934,-0.0913,-33.01,0.3413,-0.0265,-12.63,0.4033,-0.02
"1435",565.42,-52.46,0.3941,-0.103,-33,0.3413,-0.0269,-12.61,0.4034,-0.0201
"1436",565.565,-51.28,0.395,-0.114,-32.95,0.3413,-0.0277,-12.58,0.4034,-0.0202
"1437",565.7825,-49.71,0.3961,-0.124,-32.78,0.3416,-0.0296,-12.54,0.4034,-0.0204
"1438",566,-48.29,0.3972,-0.131,-32.52,0.3419,-0.0321,-12.5,0.4035,-0.0206
"1439",566.25,-49.55,0.3964,-0.069,-32.15,0.3424,-0.0347,-12.48,0.4035,-0.0212
"1440",566.625,-50.97,0.3952,-0.036,-31.66,0.343,-0.0366,-12.45,0.4035,-0.0218
"1441",567,-52.58,0.3941,-0.0135,-31.32,0.3434,-0.0367,-12.42,0.4035,-0.0223
"1442",567.5,-53.95,0.393,-0.00521,-31.17,0.3436,-0.0349,-12.32,0.4036,-0.0221
"1443",568,-55.18,0.3921,0.000397,-31.21,0.3436,-0.0324,-12.23,0.4037,-0.0223
"1444",568.5,-55.81,0.3917,-0.00302,-31.39,0.3433,-0.03,-12.19,0.4037,-0.0232
"1445",569,-56.44,0.3912,-0.00324,-31.63,0.343,-0.0279,-12.14,0.4038,-0.0238
"1446",569.024,-56.44,0.3912,-0.00503,-31.63,0.343,-0.0278,-12.14,0.4038,-0.0239
"1447",569.0552,-56.42,0.3913,-0.00811,-31.65,0.343,-0.0277,-12.14,0.4038,-0.0239
"1448",569.0958,-56.33,0.3913,-0.0135,-31.67,0.343,-0.0275,-12.14,0.4038,-0.024
"1449",569.1485,-56.17,0.3914,-0.0201,-31.7,0.3429,-0.0273,-12.13,0.4038,-0.0241
"1450",569.217,-55.92,0.3916,-0.0273,-31.73,0.3429,-0.0271,-12.13,0.4038,-0.0242
"1451",569.304,-55.59,0.3919,-0.0342,-31.78,0.3428,-0.0268,-12.13,0.4038,-0.0243
"1452",569.42,-55.18,0.3922,-0.0408,-31.83,0.3428,-0.0266,-12.12,0.4038,-0.0244
"1453",569.565,-54.7,0.3925,-0.0464,-31.89,0.3427,-0.0265,-12.11,0.4038,-0.0245
"1454",569.7825,-54.07,0.393,-0.0519,-31.93,0.3426,-0.0267,-12.09,0.4038,-0.0247
"1455",570,-53.51,0.3934,-0.0557,-31.94,0.3426,-0.0272,-12.08,0.4038,-0.0249
"1456",570.25,-53.99,0.3931,-0.0342,-31.91,0.3427,-0.0278,-12.06,0.4038,-0.025
"1457",570.625,-54.61,0.3926,-0.0218,-31.86,0.3427,-0.0282,-12.03,0.4039,-0.0252
"1458",571,-55.33,0.3921,-0.013,-31.85,0.3427,-0.028,-12,0.4039,-0.0254
"1459",571.5,-55.96,0.3916,-0.0104,-31.92,0.3427,-0.0272,-11.93,0.404,-0.025
"1460",572,-56.54,0.3912,-0.00835,-32.06,0.3425,-0.0262,-11.86,0.404,-0.025
"1461",572.5,-57.02,0.3908,-0.00749,-32.23,0.3423,-0.0251,-11.83,0.4041,-0.0254
"1462",573,-57.47,0.3905,-0.00677,-32.44,0.342,-0.0241,-11.81,0.4041,-0.0256
"1463",574,-58.26,0.3899,-0.00601,-32.9,0.3414,-0.0223,-11.8,0.4041,-0.0259
"1464",575,-58.98,0.3894,-0.00545,-33.38,0.3408,-0.0209,-11.82,0.4041,-0.0261
"1465",576,-59.65,0.3889,-0.00504,-33.86,0.3402,-0.0196,-11.82,0.4041,-0.0257
"1466",577,-60.28,0.3884,-0.00471,-34.33,0.3396,-0.0185,-11.93,0.404,-0.0261
"1467",577.024,-60.3,0.3884,-0.00481,-34.34,0.3396,-0.0185,-11.92,0.404,-0.026
"1468",577.0552,-60.31,0.3884,-0.00508,-34.35,0.3396,-0.0185,-11.92,0.404,-0.026
"1469",577.0958,-60.33,0.3884,-0.00554,-34.37,0.3396,-0.0184,-11.93,0.404,-0.026
"1470",577.1485,-60.34,0.3884,-0.00613,-34.4,0.3395,-0.0184,-11.93,0.404,-0.0261
"1471",577.217,-60.35,0.3884,-0.00678,-34.43,0.3395,-0.0183,-11.94,0.404,-0.0261
"1472",577.304,-60.36,0.3884,-0.00742,-34.47,0.3394,-0.0182,-11.95,0.4039,-0.0261
"1473",577.42,-60.38,0.3884,-0.00802,-34.52,0.3394,-0.0181,-11.97,0.4039,-0.0261
"1474",577.565,-60.4,0.3884,-0.00855,-34.59,0.3393,-0.018,-11.98,0.4039,-0.0261
"1475",577.7825,-60.44,0.3883,-0.00904,-34.68,0.3392,-0.0179,-12.01,0.4039,-0.026
"1476",578,-60.49,0.3883,-0.00938,-34.78,0.3391,-0.0178,-12.03,0.4039,-0.0259
"1477",578.25,-60.65,0.3882,-0.00747,-34.88,0.3389,-0.0176,-12.06,0.4038,-0.0259
"1478",578.625,-60.89,0.388,-0.00619,-35.02,0.3388,-0.0174,-12.1,0.4038,-0.0258
"1479",579,-61.14,0.3878,-0.00523,-35.17,0.3386,-0.0172,-12.14,0.4038,-0.0256
"1480",579.5,-61.44,0.3876,-0.00472,-35.37,0.3383,-0.0169,-12.2,0.4037,-0.0254
"1481",580,-61.72,0.3874,-0.00437,-35.57,0.3381,-0.0165,-12.25,0.4037,-0.0251
"1482",580.024,-61.74,0.3874,-0.00463,-35.58,0.3381,-0.0165,-12.25,0.4037,-0.0251
"1483",580.0552,-61.74,0.3874,-0.00531,-35.6,0.338,-0.0165,-12.26,0.4037,-0.0251
"1484",580.0958,-61.73,0.3874,-0.0065,-35.61,0.338,-0.0164,-12.26,0.4037,-0.025
"1485",580.1485,-61.71,0.3874,-0.00804,-35.63,0.338,-0.0164,-12.27,0.4037,-0.025
"1486",580.217,-61.66,0.3874,-0.00977,-35.66,0.338,-0.0164,-12.27,0.4037,-0.025
"1487",580.304,-61.6,0.3875,-0.0115,-35.7,0.3379,-0.0163,-12.28,0.4036,-0.025
"1488",580.42,-61.53,0.3875,-0.0131,-35.74,0.3379,-0.0162,-12.3,0.4036,-0.0249
"1489",580.565,-61.44,0.3876,-0.0146,-35.8,0.3378,-0.0162,-12.32,0.4036,-0.0249
"1490",580.7825,-61.33,0.3877,-0.016,-35.88,0.3377,-0.0162,-12.34,0.4036,-0.0248
"1491",581,-61.23,0.3877,-0.017,-35.94,0.3376,-0.0162,-12.37,0.4036,-0.0246
"1492",581.024,-61.19,0.3878,-0.019,-35.95,0.3376,-0.0162,-12.37,0.4036,-0.0246
"1493",581.0552,-61.09,0.3878,-0.0237,-35.96,0.3376,-0.0162,-12.37,0.4036,-0.0246
"1494",581.0958,-60.87,0.388,-0.032,-35.97,0.3376,-0.0163,-12.38,0.4036,-0.0246
"1495",581.1485,-60.5,0.3883,-0.0425,-35.99,0.3375,-0.0163,-12.39,0.4036,-0.0246
"1496",581.217,-59.94,0.3887,-0.0544,-36,0.3375,-0.0163,-12.39,0.4035,-0.0246
"1497",581.304,-59.2,0.3892,-0.0663,-36.02,0.3375,-0.0164,-12.41,0.4035,-0.0246
"1498",581.42,-58.25,0.3899,-0.0779,-36.04,0.3375,-0.0166,-12.42,0.4035,-0.0245
"1499",581.565,-57.14,0.3907,-0.0886,-36.04,0.3375,-0.0171,-12.44,0.4035,-0.0245
"1500",581.7825,-55.64,0.3918,-0.0991,-35.97,0.3376,-0.0184,-12.47,0.4035,-0.0244
"1501",582,-54.28,0.3928,-0.107,-35.83,0.3377,-0.02,-12.5,0.4035,-0.0242
"1502",582.024,-54.15,0.3929,-0.105,-35.82,0.3378,-0.0202,-12.5,0.4035,-0.0242
"1503",582.0552,-54.06,0.393,-0.101,-35.79,0.3378,-0.0204,-12.5,0.4034,-0.0242
"1504",582.0958,-54,0.393,-0.0945,-35.76,0.3378,-0.0208,-12.51,0.4034,-0.0242
"1505",582.1485,-54.01,0.393,-0.0866,-35.72,0.3379,-0.0213,-12.51,0.4034,-0.0241
"1506",582.217,-54.05,0.393,-0.0786,-35.65,0.338,-0.0219,-12.52,0.4034,-0.024
"1507",582.304,-54.13,0.3929,-0.0714,-35.55,0.3381,-0.0227,-12.53,0.4034,-0.0239
"1508",582.42,-54.22,0.3929,-0.0651,-35.41,0.3383,-0.0238,-12.54,0.4034,-0.0238
"1509",582.565,-54.29,0.3928,-0.0599,-35.22,0.3385,-0.025,-12.55,0.4034,-0.0236
"1510",582.7825,-54.32,0.3928,-0.0554,-34.94,0.3389,-0.0264,-12.56,0.4034,-0.0235
"1511",583,-54.31,0.3928,-0.0524,-34.66,0.3392,-0.0276,-12.58,0.4034,-0.0233
"1512",583.024,-54.24,0.3928,-0.0581,-34.63,0.3392,-0.0277,-12.58,0.4034,-0.0233
"1513",583.0552,-53.98,0.393,-0.0714,-34.6,0.3393,-0.0279,-12.58,0.4034,-0.0233
"1514",583.0958,-53.44,0.3934,-0.0934,-34.55,0.3394,-0.0281,-12.59,0.4034,-0.0233
"1515",583.1485,-52.54,0.3941,-0.12,-34.48,0.3394,-0.0283,-12.59,0.4034,-0.0233
"1516",583.217,-51.26,0.395,-0.149,-34.4,0.3395,-0.0286,-12.6,0.4034,-0.0233
"1517",583.304,-49.64,0.3962,-0.175,-34.29,0.3397,-0.0291,-12.61,0.4034,-0.0233
"1518",583.42,-47.59,0.3977,-0.2,-34.12,0.3399,-0.0302,-12.63,0.4033,-0.0233
"1519",583.565,-45.2,0.3993,-0.224,-33.84,0.3402,-0.0322,-12.64,0.4033,-0.0233
"1520",583.7825,-42.14,0.4015,-0.245,-33.24,0.341,-0.0369,-12.67,0.4033,-0.0233
"1521",584,-39.43,0.4033,-0.259,-32.42,0.342,-0.0431,-12.69,0.4033,-0.0233
"1522",584.25,-41.71,0.4021,-0.132,-31.34,0.3433,-0.0499,-12.71,0.4033,-0.0232
"1523",584.625,-43.65,0.4003,-0.0752,-29.93,0.3452,-0.0554,-12.73,0.4032,-0.0232
"1524",585,-45.85,0.3989,-0.0392,-28.94,0.3465,-0.0567,-12.74,0.4032,-0.0233
"1525",585.5,-47.71,0.3975,-0.0229,-28.27,0.3475,-0.0539,-12.8,0.4032,-0.0243
"1526",586,-49.29,0.3964,-0.0132,-28.03,0.3478,-0.0495,-12.81,0.4032,-0.025
"1527",586.5,-50.61,0.3955,-0.00717,-28.08,0.3477,-0.0449,-12.81,0.4032,-0.0258
"1528",587,-51.74,0.3946,-0.0037,-28.29,0.3474,-0.0406,-12.76,0.4032,-0.0265
"1529",587.024,-51.79,0.3946,-0.0054,-28.28,0.3474,-0.0404,-12.77,0.4032,-0.0265
"1530",587.0552,-51.77,0.3946,-0.00972,-28.3,0.3474,-0.0401,-12.76,0.4032,-0.0266
"1531",587.0958,-51.69,0.3947,-0.0167,-28.32,0.3473,-0.0398,-12.76,0.4032,-0.0266
"1532",587.1485,-51.52,0.3948,-0.0251,-28.35,0.3473,-0.0394,-12.75,0.4032,-0.0266
"1533",587.217,-51.26,0.395,-0.0339,-28.39,0.3472,-0.0389,-12.74,0.4032,-0.0267
"1534",587.304,-50.92,0.3953,-0.042,-28.43,0.3472,-0.0383,-12.72,0.4032,-0.0267
"1535",587.42,-50.49,0.3956,-0.0494,-28.49,0.3471,-0.0378,-12.7,0.4033,-0.0268
"1536",587.565,-50.01,0.3959,-0.0557,-28.54,0.347,-0.0374,-12.67,0.4033,-0.0269
"1537",587.7825,-49.39,0.3964,-0.0615,-28.58,0.347,-0.0375,-12.63,0.4033,-0.0272
"1538",588,-48.85,0.3968,-0.0654,-28.57,0.347,-0.038,-12.58,0.4034,-0.0275
