"","time (hours)","N1 matric potential (hPa)","N1 theta (m³/m³)","N1 flux (cm/h)","N2 matric potential (hPa)","N2 theta (m³/m³)","N2 flux (cm/h)","N3 matric potential (hPa)","N3 theta (m³/m³)","N3 flux (cm/h)"
"272",138.42,-146.18,0.3277,0.00497,-91.22,0.2883,0.0138,-18.52,0.398,0.0136
"273",138.565,-145.76,0.3279,0.00252,-91.21,0.2883,0.0138,-18.53,0.398,0.0136
"274",138.7825,-145.1,0.3284,-0.000454,-91.2,0.2883,0.0138,-18.54,0.398,0.0136
"275",139,-144.42,0.3288,-0.00294,-91.18,0.2883,0.0138,-18.55,0.398,0.0135
"276",139.024,-144.35,0.3289,-0.00325,-91.18,0.2883,0.0138,-18.55,0.398,0.0135
"277",139.0552,-144.25,0.3289,-0.00352,-91.18,0.2883,0.0138,-18.55,0.398,0.0135
"278",139.0958,-144.14,0.329,-0.00377,-91.17,0.2883,0.0138,-18.55,0.398,0.0135
"279",139.1485,-143.99,0.3291,-0.00392,-91.17,0.2883,0.0138,-18.56,0.398,0.0135
"280",139.217,-143.83,0.3292,-0.00391,-91.17,0.2883,0.0138,-18.56,0.398,0.0135
"281",139.304,-143.65,0.3293,-0.00372,-91.16,0.2883,0.0138,-18.57,0.398,0.0135
"282",139.42,-143.44,0.3295,-0.00338,-91.15,0.2883,0.0138,-18.57,0.398,0.0134
"283",139.565,-143.22,0.3296,-0.00296,-91.14,0.2883,0.0138,-18.59,0.398,0.0134
"284",139.7825,-142.95,0.3298,-0.00249,-91.12,0.2884,0.0138,-18.6,0.3979,0.0134
"285",140,-142.69,0.3299,-0.00217,-91.1,0.2884,0.0138,-18.61,0.3979,0.0133
"286",140.25,-142.49,0.3301,-0.00127,-91.07,0.2884,0.0138,-18.62,0.3979,0.0135
"287",140.625,-142.26,0.3302,-0.000154,-91.01,0.2884,0.0137,-18.62,0.3979,0.0137
"288",141,-142.08,0.3303,0.000817,-90.95,0.2885,0.0136,-18.61,0.3979,0.0138
"289",141.5,-141.87,0.3305,0.00159,-90.86,0.2885,0.0136,-18.61,0.3979,0.0138
"290",142,-141.65,0.3306,0.00214,-90.76,0.2886,0.0135,-18.61,0.3979,0.0138
"291",142.5,-141.42,0.3308,0.00249,-90.65,0.2887,0.0134,-18.65,0.3979,0.0135
"292",143,-141.19,0.3309,0.00273,-90.54,0.2888,0.0133,-18.68,0.3979,0.0133
"293",144,-140.71,0.3312,0.003,-90.31,0.2889,0.0132,-18.7,0.3978,0.0135
"294",145,-140.21,0.3316,0.00317,-90.07,0.2891,0.0131,-18.71,0.3978,0.0136
"295",146,-139.71,0.3319,0.00326,-89.84,0.2893,0.013,-18.75,0.3978,0.0134
"296",147,-139.2,0.3322,0.0033,-89.6,0.2894,0.0129,-18.78,0.3978,0.0133
"297",148,-138.69,0.3326,0.00332,-89.37,0.2896,0.0127,-18.84,0.3977,0.0131
"298",148.024,-138.68,0.3326,0.00332,-89.36,0.2896,0.0127,-18.83,0.3977,0.0131
"299",148.0552,-138.66,0.3326,0.00328,-89.36,0.2896,0.0127,-18.84,0.3977,0.0131
"300",148.0958,-138.64,0.3326,0.00318,-89.35,0.2896,0.0127,-18.84,0.3977,0.0131
"301",148.1485,-138.6,0.3326,0.00297,-89.34,0.2896,0.0127,-18.84,0.3977,0.0131
"302",148.217,-138.54,0.3327,0.00261,-89.32,0.2896,0.0127,-18.84,0.3977,0.0131
"303",148.304,-138.45,0.3327,0.0021,-89.3,0.2896,0.0127,-18.85,0.3977,0.0131
"304",148.42,-138.31,0.3328,0.00143,-89.27,0.2896,0.0127,-18.85,0.3977,0.0131
"305",148.565,-138.13,0.3329,0.000679,-89.24,0.2897,0.0127,-18.86,0.3977,0.0131
"306",148.7825,-137.84,0.3331,-0.000236,-89.19,0.2897,0.0127,-18.86,0.3977,0.0131
"307",149,-137.55,0.3333,-0.000991,-89.14,0.2897,0.0126,-18.87,0.3977,0.0131
"308",149.024,-137.51,0.3333,-0.00118,-89.13,0.2897,0.0126,-18.87,0.3977,0.0131
"309",149.0552,-137.46,0.3334,-0.00168,-89.12,0.2897,0.0126,-18.87,0.3977,0.0131
"310",149.0958,-137.36,0.3334,-0.00297,-89.11,0.2898,0.0126,-18.87,0.3977,0.0131
"311",149.1485,-137.15,0.3336,-0.00554,-89.1,0.2898,0.0126,-18.87,0.3977,0.0132
"312",149.217,-136.78,0.3338,-0.00986,-89.09,0.2898,0.0126,-18.87,0.3977,0.0132
"313",149.304,-136.15,0.3342,-0.0159,-89.07,0.2898,0.0126,-18.87,0.3977,0.0132
"314",149.42,-135.13,0.3349,-0.0239,-89.04,0.2898,0.0126,-18.87,0.3977,0.0133
"315",149.565,-133.71,0.3358,-0.0329,-89,0.2898,0.0126,-18.87,0.3977,0.0133
"316",149.7825,-131.49,0.3373,-0.0437,-88.95,0.2899,0.0125,-18.86,0.3977,0.0134
"317",150,-129.28,0.3387,-0.0525,-88.89,0.2899,0.0125,-18.86,0.3977,0.0134
"318",150.024,-129.04,0.3389,-0.0536,-88.89,0.2899,0.0125,-18.86,0.3977,0.0134
"319",150.0552,-128.74,0.3391,-0.0541,-88.88,0.2899,0.0125,-18.86,0.3977,0.0134
"320",150.0958,-128.39,0.3393,-0.0541,-88.87,0.2899,0.0125,-18.86,0.3977,0.0135
"321",150.1485,-128.02,0.3395,-0.053,-88.85,0.2899,0.0125,-18.86,0.3977,0.0135
"322",150.217,-127.64,0.3398,-0.0509,-88.83,0.2899,0.0124,-18.85,0.3977,0.0136
"323",150.304,-127.28,0.34,-0.0477,-88.81,0.29,0.0124,-18.85,0.3977,0.0136
"324",150.42,-126.96,0.3402,-0.044,-88.77,0.29,0.0124,-18.84,0.3977,0.0137
"325",150.565,-126.66,0.3404,-0.0401,-88.72,0.29,0.0123,-18.83,0.3977,0.0138
"326",150.7825,-126.33,0.3406,-0.0361,-88.63,0.2901,0.0122,-18.81,0.3977,0.0139
"327",151,-126.03,0.3408,-0.0332,-88.53,0.2902,0.0121,-18.79,0.3978,0.014
"328",151.024,-126,0.3409,-0.0328,-88.52,0.2902,0.0121,-18.79,0.3978,0.014
"329",151.0552,-125.97,0.3409,-0.0323,-88.51,0.2902,0.0121,-18.79,0.3978,0.014
"330",151.0958,-125.93,0.3409,-0.0315,-88.49,0.2902,0.012,-18.79,0.3978,0.014
"331",151.1485,-125.9,0.3409,-0.0303,-88.46,0.2902,0.012,-18.78,0.3978,0.014
"332",151.217,-125.88,0.3409,-0.0287,-88.43,0.2902,0.012,-18.78,0.3978,0.014
"333",151.304,-125.89,0.3409,-0.0267,-88.38,0.2903,0.0119,-18.78,0.3978,0.0139
"334",151.42,-125.93,0.3409,-0.0244,-88.32,0.2903,0.0118,-18.78,0.3978,0.0139
"335",151.565,-125.99,0.3409,-0.022,-88.23,0.2904,0.0117,-18.77,0.3978,0.0139
"336",151.7825,-126.08,0.3408,-0.0192,-88.09,0.2905,0.0116,-18.77,0.3978,0.0138
"337",152,-126.16,0.3407,-0.017,-87.94,0.2906,0.0114,-18.77,0.3978,0.0138
"338",152.25,-126.45,0.3406,-0.0124,-87.76,0.2907,0.0113,-18.78,0.3978,0.0136
"339",152.625,-126.97,0.3402,-0.00707,-87.5,0.2909,0.0111,-18.8,0.3978,0.0134
"340",153,-127.5,0.3399,-0.00261,-87.23,0.2911,0.0109,-18.82,0.3977,0.0132
"341",153.5,-128.32,0.3393,0.00285,-86.9,0.2913,0.0108,-18.84,0.3977,0.0131
"342",154,-129.05,0.3389,0.00668,-86.58,0.2915,0.0106,-18.86,0.3977,0.013
"343",154.5,-129.89,0.3383,0.0109,-86.29,0.2917,0.0105,-18.86,0.3977,0.0132
"344",155,-130.64,0.3378,0.0137,-86.03,0.2919,0.0105,-18.85,0.3977,0.0133
"345",156,-132.2,0.3368,0.0187,-85.66,0.2922,0.0106,-18.83,0.3977,0.0133
"346",157,-133.67,0.3358,0.0222,-85.41,0.2923,0.0108,-18.86,0.3977,0.013
"347",158,-135.02,0.3349,0.0244,-85.28,0.2924,0.011,-18.86,0.3977,0.013
"348",159,-136.13,0.3342,0.0251,-85.25,0.2924,0.0113,-18.82,0.3977,0.0132
"349",160,-136.9,0.3337,0.0243,-85.28,0.2924,0.0115,-18.83,0.3977,0.013
"350",161,-137.24,0.3335,0.022,-85.37,0.2923,0.0118,-18.71,0.3978,0.0136
"351",162,-137.11,0.3336,0.0185,-85.47,0.2923,0.012,-18.68,0.3979,0.0135
"352",163,-136.48,0.334,0.0138,-85.58,0.2922,0.0121,-18.58,0.398,0.0138
"353",164,-135.61,0.3346,0.00977,-85.66,0.2921,0.0122,-18.52,0.398,0.0137
"354",165,-134.79,0.3351,0.00729,-85.7,0.2921,0.0122,-18.41,0.3981,0.0141
"355",166,-134.05,0.3356,0.00573,-85.7,0.2921,0.0122,-18.33,0.3982,0.0141
"356",167,-133.39,0.336,0.00481,-85.66,0.2921,0.0122,-18.35,0.3982,0.0134
"357",168,-132.78,0.3364,0.00422,-85.58,0.2922,0.0121,-18.44,0.3981,0.0126
"358",169,-132.23,0.3368,0.00384,-85.47,0.2923,0.012,-18.5,0.398,0.0123
"359",170,-131.7,0.3371,0.00358,-85.34,0.2924,0.0119,-18.54,0.398,0.0123
"360",171,-131.2,0.3375,0.00339,-85.18,0.2925,0.0118,-18.53,0.398,0.0125
"361",172,-130.71,0.3378,0.00326,-85.02,0.2926,0.0117,-18.46,0.3981,0.0131
"362",173,-130.23,0.3381,0.00316,-84.84,0.2927,0.0116,-18.43,0.3981,0.013
"363",174,-129.77,0.3384,0.00309,-84.65,0.2928,0.0115,-18.43,0.3981,0.0128
"364",175,-129.31,0.3387,0.00303,-84.46,0.293,0.0114,-18.31,0.3982,0.0135
"365",176,-129,0.3389,0.00375,-84.26,0.2931,0.0113,-18.31,0.3982,0.0131
"366",177,-128.93,0.3389,0.00554,-84.06,0.2933,0.0113,-18.32,0.3982,0.0128
"367",177.024,-128.91,0.339,0.00545,-84.06,0.2933,0.0113,-18.32,0.3982,0.0128
"368",177.0552,-128.91,0.339,0.00546,-84.05,0.2933,0.0113,-18.32,0.3982,0.0128
"369",177.0958,-128.89,0.339,0.00533,-84.04,0.2933,0.0112,-18.32,0.3982,0.0128
"370",177.1485,-128.87,0.339,0.00508,-84.03,0.2933,0.0112,-18.32,0.3982,0.0128
"371",177.217,-128.83,0.339,0.00461,-84.02,0.2933,0.0112,-18.32,0.3982,0.0128
"372",177.304,-128.76,0.339,0.00397,-84,0.2933,0.0112,-18.32,0.3982,0.0128
"373",177.42,-128.65,0.3391,0.00316,-83.98,0.2933,0.0112,-18.32,0.3982,0.0129
"374",177.565,-128.49,0.3392,0.00229,-83.95,0.2933,0.0112,-18.31,0.3982,0.0129
"375",177.7825,-128.24,0.3394,0.00127,-83.91,0.2934,0.0112,-18.3,0.3982,0.013
"376",178,-128,0.3395,0.00045,-83.86,0.2934,0.0112,-18.29,0.3982,0.013
"377",178.024,-127.97,0.3396,0.000305,-83.86,0.2934,0.0112,-18.29,0.3982,0.013
"378",178.0552,-127.93,0.3396,4.59e-05,-83.85,0.2934,0.0112,-18.29,0.3982,0.013
"379",178.0958,-127.87,0.3396,-0.000505,-83.85,0.2934,0.0112,-18.29,0.3982,0.013
"380",178.1485,-127.76,0.3397,-0.00148,-83.84,0.2934,0.0112,-18.29,0.3982,0.0129
"381",178.217,-127.6,0.3398,-0.00297,-83.82,0.2934,0.0112,-18.29,0.3982,0.0129
"382",178.304,-127.35,0.34,-0.00493,-83.81,0.2934,0.0112,-18.29,0.3982,0.0128
"383",178.42,-126.98,0.3402,-0.00736,-83.78,0.2934,0.0112,-18.3,0.3982,0.0127
"384",178.565,-126.49,0.3405,-0.00998,-83.75,0.2935,0.0111,-18.3,0.3982,0.0126
"385",178.7825,-125.75,0.341,-0.0131,-83.71,0.2935,0.0111,-18.31,0.3982,0.0125
"386",179,-125.02,0.3415,-0.0156,-83.66,0.2935,0.0111,-18.32,0.3982,0.0124
"387",179.024,-124.94,0.3415,-0.016,-83.66,0.2935,0.0111,-18.32,0.3982,0.0124
"388",179.0552,-124.82,0.3416,-0.0166,-83.65,0.2935,0.0111,-18.33,0.3982,0.0124
"389",179.0958,-124.66,0.3417,-0.0177,-83.64,0.2935,0.0111,-18.33,0.3982,0.0124
"390",179.1485,-124.42,0.3419,-0.0195,-83.63,0.2935,0.0111,-18.33,0.3982,0.0124
"391",179.217,-124.06,0.3421,-0.0222,-83.61,0.2936,0.0111,-18.33,0.3982,0.0125
"392",179.304,-123.56,0.3424,-0.0255,-83.59,0.2936,0.011,-18.33,0.3982,0.0125
"393",179.42,-122.84,0.3429,-0.0296,-83.57,0.2936,0.011,-18.32,0.3982,0.0126
"394",179.565,-121.92,0.3435,-0.0341,-83.53,0.2936,0.011,-18.32,0.3982,0.0126
"395",179.7825,-120.58,0.3444,-0.0394,-83.47,0.2937,0.0109,-18.31,0.3982,0.0127
"396",180,-119.33,0.3453,-0.0436,-83.4,0.2937,0.0109,-18.31,0.3982,0.0127
"397",180.024,-119.19,0.3454,-0.044,-83.39,0.2937,0.0108,-18.3,0.3982,0.0127
"398",180.0552,-119.03,0.3455,-0.044,-83.38,0.2937,0.0108,-18.3,0.3982,0.0127
"399",180.0958,-118.84,0.3456,-0.0434,-83.37,0.2937,0.0108,-18.3,0.3982,0.0128
"400",180.1485,-118.67,0.3458,-0.0417,-83.35,0.2937,0.0108,-18.3,0.3982,0.0128
"401",180.217,-118.51,0.3459,-0.039,-83.32,0.2938,0.0108,-18.3,0.3982,0.0128
"402",180.304,-118.42,0.3459,-0.0354,-83.29,0.2938,0.0107,-18.3,0.3982,0.0128
"403",180.42,-118.39,0.346,-0.0311,-83.24,0.2938,0.0107,-18.29,0.3982,0.0128
"404",180.565,-118.42,0.3459,-0.0267,-83.18,0.2939,0.0106,-18.29,0.3982,0.0128
"405",180.7825,-118.52,0.3459,-0.022,-83.07,0.2939,0.0105,-18.28,0.3982,0.0128
"406",181,-118.63,0.3458,-0.0184,-82.96,0.294,0.0103,-18.28,0.3982,0.0128
"407",181.25,-118.98,0.3455,-0.0124,-82.81,0.2941,0.0102,-18.28,0.3982,0.0126
"408",181.625,-119.58,0.3451,-0.00564,-82.58,0.2943,0.00993,-18.28,0.3982,0.0125
"409",182,-120.21,0.3447,-0.000369,-82.34,0.2944,0.00973,-18.29,0.3982,0.0124
"410",182.5,-120.89,0.3442,0.00367,-82.03,0.2947,0.00954,-18.27,0.3982,0.0126
"411",183,-121.46,0.3438,0.00658,-81.74,0.2949,0.00941,-18.25,0.3983,0.0128
"412",183.5,-121.87,0.3435,0.00802,-81.48,0.295,0.00934,-18.2,0.3983,0.0131
"413",184,-122.21,0.3433,0.00916,-81.25,0.2952,0.00931,-18.16,0.3983,0.0132
"414",185,-122.48,0.3431,0.0093,-80.91,0.2954,0.00936,-18.05,0.3984,0.0135
"415",186,-122.46,0.3431,0.00833,-80.64,0.2956,0.00944,-18.01,0.3985,0.0131
"416",187,-122.13,0.3434,0.00635,-80.42,0.2958,0.00953,-17.91,0.3986,0.0134
"417",188,-121.66,0.3437,0.00458,-80.21,0.2959,0.00959,-17.77,0.3987,0.0139
"418",189,-121.21,0.344,0.00362,-80.02,0.296,0.00963,-17.73,0.3987,0.0134
"419",190,-120.77,0.3443,0.00307,-79.82,0.2962,0.00964,-17.69,0.3988,0.0131
"420",191,-120.37,0.3445,0.00278,-79.62,0.2963,0.00963,-17.66,0.3988,0.0128
"421",192,-119.99,0.3448,0.00261,-79.41,0.2965,0.0096,-17.67,0.3988,0.0124
"422",193,-119.61,0.3451,0.0025,-79.19,0.2966,0.00956,-17.62,0.3988,0.0126
"423",194,-119.25,0.3453,0.00244,-78.97,0.2968,0.00952,-17.57,0.3989,0.0126
"424",195,-118.89,0.3456,0.00239,-78.74,0.2969,0.00948,-17.56,0.3989,0.0123
"425",196,-118.53,0.3458,0.00236,-78.52,0.2971,0.00943,-17.45,0.399,0.0128
"426",197,-118.18,0.3461,0.00234,-78.29,0.2972,0.00938,-17.36,0.3991,0.013
"427",198,-117.84,0.3463,0.00233,-78.07,0.2974,0.00934,-17.23,0.3992,0.0133
"428",199,-117.49,0.3466,0.00232,-77.84,0.2976,0.00929,-17.13,0.3993,0.0133
"429",199.024,-117.48,0.3466,0.00232,-77.83,0.2976,0.00929,-17.12,0.3993,0.0133
"430",199.0552,-117.47,0.3466,0.00231,-77.82,0.2976,0.00929,-17.12,0.3993,0.0133
"431",199.0958,-117.46,0.3466,0.00228,-77.82,0.2976,0.00928,-17.11,0.3993,0.0134
"432",199.1485,-117.44,0.3466,0.00222,-77.8,0.2976,0.00928,-17.11,0.3993,0.0134
"433",199.217,-117.41,0.3466,0.00214,-77.79,0.2976,0.00928,-17.09,0.3993,0.0135
"434",199.304,-117.37,0.3467,0.00204,-77.77,0.2976,0.00927,-17.08,0.3993,0.0136
"435",199.42,-117.32,0.3467,0.00191,-77.74,0.2976,0.00927,-17.06,0.3993,0.0137
"436",199.565,-117.25,0.3468,0.00178,-77.71,0.2976,0.00926,-17.03,0.3994,0.0138
"437",199.7825,-117.15,0.3468,0.00163,-77.66,0.2977,0.00925,-16.99,0.3994,0.0139
"438",200,-117.05,0.3469,0.00151,-77.61,0.2977,0.00924,-16.95,0.3994,0.0139
"439",200.25,-117.1,0.3469,0.00355,-77.55,0.2978,0.00923,-16.93,0.3995,0.0137
"440",200.625,-117.28,0.3467,0.00596,-77.47,0.2978,0.00921,-16.9,0.3995,0.0135
"441",201,-117.5,0.3466,0.00804,-77.38,0.2979,0.0092,-16.88,0.3995,0.0133
"442",201.5,-118.01,0.3462,0.0117,-77.28,0.2979,0.00921,-16.83,0.3995,0.0133
"443",202,-118.49,0.3459,0.0141,-77.18,0.298,0.00925,-16.79,0.3996,0.0133
"444",202.5,-119.17,0.3454,0.0175,-77.11,0.2981,0.00931,-16.73,0.3996,0.0135
"445",203,-119.8,0.3449,0.0196,-77.05,0.2981,0.0094,-16.68,0.3997,0.0135
"446",204,-121.27,0.344,0.0239,-77.03,0.2981,0.00968,-16.61,0.3997,0.0132
"447",205,-122.74,0.343,0.0269,-77.08,0.2981,0.01,-16.53,0.3998,0.0132
"448",206,-124.12,0.3421,0.0287,-77.21,0.298,0.0104,-16.43,0.3999,0.0133
"449",207,-125.28,0.3413,0.0289,-77.4,0.2979,0.0108,-16.29,0.4,0.0137
"450",208,-126.09,0.3408,0.0275,-77.64,0.2977,0.0112,-16.16,0.4002,0.0138
"451",209,-126.47,0.3405,0.0245,-77.88,0.2975,0.0115,-15.86,0.4004,0.0153
"452",210,-126.34,0.3406,0.0201,-78.12,0.2974,0.0117,-15.61,0.4007,0.0158
"453",211,-125.67,0.341,0.0145,-78.31,0.2972,0.0119,-15.3,0.4009,0.0166
"454",211.024,-125.7,0.341,0.0143,-78.32,0.2972,0.0119,-15.3,0.4009,0.0166
"455",211.0552,-125.65,0.3411,0.0133,-78.33,0.2972,0.0119,-15.28,0.4009,0.0167
"456",211.0958,-125.54,0.3412,0.0108,-78.34,0.2972,0.012,-15.27,0.401,0.0169
"457",211.1485,-125.27,0.3413,0.00616,-78.35,0.2972,0.012,-15.25,0.401,0.0171
"458",211.217,-124.76,0.3417,-0.00128,-78.36,0.2972,0.012,-15.21,0.401,0.0174
"459",211.304,-123.89,0.3422,-0.0112,-78.38,0.2972,0.012,-15.17,0.4011,0.0176
"460",211.42,-122.53,0.3431,-0.0237,-78.4,0.2972,0.012,-15.11,0.4011,0.0179
"461",211.565,-120.7,0.3443,-0.0372,-78.42,0.2972,0.012,-15.05,0.4012,0.0181
"462",211.7825,-118.03,0.3462,-0.0527,-78.46,0.2971,0.012,-14.96,0.4012,0.0183
"463",212,-115.39,0.3481,-0.0658,-78.48,0.2971,0.012,-14.87,0.4013,0.0183
"464",212.25,-114.34,0.3489,-0.0529,-78.49,0.2971,0.0119,-14.76,0.4014,0.0187
"465",212.625,-113.89,0.3492,-0.0377,-78.44,0.2971,0.0117,-14.61,0.4016,0.0189
"466",213,-114.15,0.349,-0.0239,-78.35,0.2972,0.0115,-14.48,0.4017,0.019
"467",213.024,-114.1,0.349,-0.0229,-78.35,0.2972,0.0115,-14.47,0.4017,0.019
"468",213.0552,-114.14,0.349,-0.022,-78.34,0.2972,0.0115,-14.46,0.4017,0.019
"469",213.0958,-114.17,0.3489,-0.021,-78.33,0.2972,0.0114,-14.44,0.4017,0.0191
"470",213.1485,-114.21,0.3489,-0.0199,-78.32,0.2972,0.0114,-14.42,0.4017,0.0193
"471",213.217,-114.26,0.3489,-0.0188,-78.29,0.2972,0.0113,-14.38,0.4018,0.0194
"472",213.304,-114.3,0.3489,-0.0177,-78.26,0.2973,0.0113,-14.34,0.4018,0.0196
"473",213.42,-114.34,0.3488,-0.0165,-78.21,0.2973,0.0112,-14.29,0.4018,0.0197
"474",213.565,-114.38,0.3488,-0.0152,-78.15,0.2973,0.011,-14.23,0.4019,0.0198
"475",213.7825,-114.4,0.3488,-0.0136,-78.04,0.2974,0.0109,-14.14,0.402,0.0198
"476",214,-114.39,0.3488,-0.0123,-77.92,0.2975,0.0107,-14.06,0.402,0.0198
"477",214.25,-114.46,0.3487,-0.00983,-77.78,0.2976,0.0105,-13.95,0.4021,0.0202
"478",214.625,-114.57,0.3487,-0.00701,-77.55,0.2978,0.0103,-13.81,0.4023,0.0204
"479",215,-114.67,0.3486,-0.00469,-77.32,0.2979,0.0101,-13.67,0.4024,0.0204
"480",215.024,-114.68,0.3486,-0.00454,-77.31,0.2979,0.0101,-13.66,0.4024,0.0204
"481",215.0552,-114.68,0.3486,-0.00454,-77.29,0.2979,0.0101,-13.65,0.4024,0.0204
"482",215.0958,-114.68,0.3486,-0.00472,-77.26,0.298,0.0101,-13.63,0.4024,0.0204
"483",215.1485,-114.65,0.3486,-0.0052,-77.23,0.298,0.01,-13.62,0.4025,0.0205
"484",215.217,-114.6,0.3486,-0.00601,-77.19,0.298,0.01,-13.59,0.4025,0.0205
"485",215.304,-114.5,0.3487,-0.00708,-77.14,0.298,0.00998,-13.56,0.4025,0.0205
"486",215.42,-114.35,0.3488,-0.00836,-77.07,0.2981,0.00993,-13.52,0.4025,0.0205
"487",215.565,-114.13,0.349,-0.00963,-76.98,0.2982,0.00988,-13.47,0.4026,0.0205
"488",215.7825,-113.8,0.3492,-0.011,-76.85,0.2982,0.00982,-13.41,0.4026,0.0204
"489",216,-113.46,0.3495,-0.012,-76.72,0.2983,0.00976,-13.34,0.4027,0.0203
"490",216.024,-113.42,0.3495,-0.0121,-76.7,0.2983,0.00975,-13.34,0.4027,0.0203
"491",216.0552,-113.38,0.3495,-0.0121,-76.68,0.2984,0.00974,-13.33,0.4027,0.0204
"492",216.0958,-113.33,0.3495,-0.012,-76.66,0.2984,0.00973,-13.31,0.4027,0.0205
"493",216.1485,-113.27,0.3496,-0.0115,-76.63,0.2984,0.00972,-13.29,0.4027,0.0207
"494",216.217,-113.22,0.3496,-0.0108,-76.59,0.2984,0.0097,-13.26,0.4028,0.0208
"495",216.304,-113.18,0.3497,-0.00993,-76.54,0.2985,0.00968,-13.23,0.4028,0.0209
"496",216.42,-113.14,0.3497,-0.00886,-76.47,0.2985,0.00965,-13.18,0.4028,0.021
"497",216.565,-113.11,0.3497,-0.00777,-76.38,0.2986,0.00962,-13.13,0.4029,0.021
"498",216.7825,-113.07,0.3497,-0.00657,-76.25,0.2987,0.00957,-13.05,0.403,0.021
"499",217,-113.03,0.3498,-0.00565,-76.13,0.2987,0.00952,-12.99,0.403,0.0209
"500",217.25,-113.02,0.3498,-0.00422,-75.98,0.2988,0.00947,-12.89,0.4031,0.0213
"501",217.625,-113.02,0.3498,-0.00266,-75.76,0.299,0.00941,-12.76,0.4032,0.0214
"502",218,-113.01,0.3498,-0.00142,-75.55,0.2992,0.00937,-12.63,0.4033,0.0213
"503",218.5,-112.97,0.3498,-0.000397,-75.3,0.2994,0.00936,-12.5,0.4035,0.021
"504",219,-112.91,0.3498,0.000339,-75.04,0.2996,0.00936,-12.39,0.4036,0.0207
"505",219.5,-112.82,0.3499,0.000841,-74.79,0.2998,0.00938,-12.13,0.4038,0.0223
"506",220,-112.71,0.35,0.00121,-74.55,0.3,0.00942,-11.93,0.404,0.0225
"507",220.024,-112.7,0.35,0.00101,-74.53,0.3,0.00942,-11.92,0.404,0.0226
