"","time (hours)","N1 matric potential (hPa)","N1 theta (m³/m³)","N1 flux (cm/h)","N2 matric potential (hPa)","N2 theta (m³/m³)","N2 flux (cm/h)","N3 matric potential (hPa)","N3 theta (m³/m³)","N3 flux (cm/h)"
"1420",569.1485,-45.42,0.451,-0.0214,-47.3,0.383,-0.0166,-34.64,0.4041,-0.00626
"1421",569.217,-45.32,0.4511,-0.0283,-47.27,0.383,-0.0166,-34.62,0.4041,-0.00624
"1422",569.304,-45.17,0.4514,-0.0353,-47.23,0.3831,-0.0167,-34.6,0.4041,-0.00623
"1423",569.42,-44.95,0.4517,-0.0419,-47.18,0.3832,-0.0167,-34.57,0.4041,-0.00621
"1424",569.565,-44.69,0.4522,-0.0474,-47.12,0.3833,-0.0168,-34.53,0.4042,-0.00621
"1425",569.7825,-44.31,0.4528,-0.0521,-47.02,0.3834,-0.0169,-34.48,0.4042,-0.00621
"1426",570,-43.95,0.4534,-0.0548,-46.92,0.3835,-0.017,-34.42,0.4042,-0.00622
"1427",570.25,-44.04,0.4533,-0.0362,-46.81,0.3837,-0.0171,-34.36,0.4043,-0.00626
"1428",570.625,-44.26,0.4529,-0.0234,-46.64,0.3839,-0.0172,-34.28,0.4043,-0.00633
"1429",571,-44.57,0.4524,-0.015,-46.48,0.3841,-0.0174,-34.19,0.4044,-0.00642
"1430",571.5,-44.92,0.4518,-0.0118,-46.27,0.3844,-0.0175,-34.08,0.4045,-0.00647
"1431",572,-45.27,0.4512,-0.01,-46.07,0.3847,-0.0177,-33.97,0.4045,-0.00653
"1432",572.5,-45.6,0.4507,-0.00943,-45.88,0.385,-0.0178,-33.84,0.4046,-0.00648
"1433",573,-45.92,0.4502,-0.00875,-45.69,0.3852,-0.0179,-33.72,0.4047,-0.00645
"1434",574,-46.51,0.4492,-0.00807,-45.34,0.3857,-0.0181,-33.46,0.4049,-0.00642
"1435",575,-47.07,0.4483,-0.00752,-45.03,0.3862,-0.0181,-33.18,0.405,-0.00639
"1436",576,-47.6,0.4474,-0.00715,-44.76,0.3865,-0.0181,-32.95,0.4052,-0.00668
"1437",577,-48.11,0.4468,-0.00679,-44.53,0.3868,-0.018,-32.71,0.4053,-0.00689
"1438",577.024,-48.12,0.4468,-0.00688,-44.52,0.3869,-0.018,-32.7,0.4053,-0.00691
"1439",577.0552,-48.14,0.4467,-0.00708,-44.52,0.3869,-0.018,-32.69,0.4053,-0.00691
"1440",577.0958,-48.15,0.4467,-0.00752,-44.51,0.3869,-0.018,-32.68,0.4054,-0.00693
"1441",577.1485,-48.17,0.4467,-0.00815,-44.49,0.3869,-0.018,-32.67,0.4054,-0.00694
"1442",577.217,-48.18,0.4467,-0.00892,-44.48,0.3869,-0.018,-32.66,0.4054,-0.00695
"1443",577.304,-48.2,0.4467,-0.00971,-44.46,0.3869,-0.018,-32.64,0.4054,-0.00696
"1444",577.42,-48.22,0.4466,-0.0105,-44.43,0.387,-0.018,-32.61,0.4054,-0.00697
"1445",577.565,-48.25,0.4466,-0.0111,-44.4,0.387,-0.018,-32.57,0.4054,-0.00698
"1446",577.7825,-48.29,0.4465,-0.0117,-44.36,0.3871,-0.0179,-32.52,0.4055,-0.007
"1447",578,-48.33,0.4465,-0.012,-44.32,0.3871,-0.0179,-32.46,0.4055,-0.00703
"1448",578.25,-48.43,0.4464,-0.0099,-44.27,0.3872,-0.0179,-32.4,0.4055,-0.00704
"1449",578.625,-48.61,0.4461,-0.00831,-44.21,0.3873,-0.0178,-32.31,0.4056,-0.00707
"1450",579,-48.79,0.4459,-0.00716,-44.15,0.3874,-0.0177,-32.21,0.4057,-0.0071
"1451",579.5,-49.03,0.4456,-0.00661,-44.08,0.3875,-0.0176,-32.07,0.4057,-0.00709
"1452",580,-49.27,0.4452,-0.00626,-44.01,0.3876,-0.0175,-31.94,0.4058,-0.00712
"1453",580.024,-49.28,0.4452,-0.00638,-44.01,0.3876,-0.0175,-31.93,0.4058,-0.00712
"1454",580.0552,-49.29,0.4452,-0.00678,-44,0.3876,-0.0175,-31.92,0.4058,-0.00712
"1455",580.0958,-49.3,0.4452,-0.0076,-44,0.3876,-0.0175,-31.91,0.4059,-0.00712
"1456",580.1485,-49.3,0.4452,-0.00882,-43.99,0.3876,-0.0175,-31.9,0.4059,-0.00711
"1457",580.217,-49.29,0.4452,-0.0103,-43.98,0.3876,-0.0175,-31.88,0.4059,-0.0071
"1458",580.304,-49.28,0.4452,-0.0119,-43.97,0.3876,-0.0175,-31.85,0.4059,-0.00707
"1459",580.42,-49.26,0.4453,-0.0135,-43.96,0.3876,-0.0175,-31.82,0.4059,-0.00704
"1460",580.565,-49.23,0.4453,-0.0149,-43.94,0.3877,-0.0174,-31.77,0.4059,-0.007
"1461",580.7825,-49.19,0.4454,-0.0161,-43.91,0.3877,-0.0174,-31.7,0.406,-0.00696
"1462",581,-49.15,0.4454,-0.0169,-43.89,0.3877,-0.0173,-31.64,0.406,-0.00692
"1463",581.024,-49.14,0.4454,-0.018,-43.89,0.3877,-0.0173,-31.63,0.406,-0.00691
"1464",581.0552,-49.1,0.4455,-0.021,-43.89,0.3877,-0.0173,-31.62,0.406,-0.00691
"1465",581.0958,-49.01,0.4456,-0.027,-43.88,0.3877,-0.0173,-31.61,0.4061,-0.0069
"1466",581.1485,-48.84,0.4458,-0.0359,-43.88,0.3878,-0.0173,-31.59,0.4061,-0.0069
"1467",581.217,-48.57,0.4462,-0.0469,-43.87,0.3878,-0.0173,-31.57,0.4061,-0.00688
"1468",581.304,-48.19,0.4467,-0.0586,-43.86,0.3878,-0.0173,-31.54,0.4061,-0.00686
"1469",581.42,-47.66,0.4474,-0.0702,-43.85,0.3878,-0.0172,-31.5,0.4061,-0.00684
"1470",581.565,-47.04,0.4483,-0.0802,-43.84,0.3878,-0.0172,-31.45,0.4061,-0.00681
"1471",581.7825,-46.13,0.4498,-0.0889,-43.82,0.3878,-0.0172,-31.38,0.4062,-0.00679
"1472",582,-45.26,0.4513,-0.0939,-43.8,0.3879,-0.0171,-31.31,0.4062,-0.00679
"1473",582.024,-45.16,0.4514,-0.0936,-43.8,0.3879,-0.0171,-31.31,0.4062,-0.00679
"1474",582.0552,-45.07,0.4516,-0.091,-43.79,0.3879,-0.0171,-31.3,0.4063,-0.00679
"1475",582.0958,-44.98,0.4517,-0.086,-43.79,0.3879,-0.0171,-31.28,0.4063,-0.00679
"1476",582.1485,-44.9,0.4518,-0.0789,-43.78,0.3879,-0.0171,-31.27,0.4063,-0.00679
"1477",582.217,-44.84,0.4519,-0.0709,-43.78,0.3879,-0.0171,-31.24,0.4063,-0.00678
"1478",582.304,-44.77,0.452,-0.0631,-43.77,0.3879,-0.0171,-31.22,0.4063,-0.00678
"1479",582.42,-44.7,0.4522,-0.056,-43.76,0.3879,-0.017,-31.18,0.4063,-0.00677
"1480",582.565,-44.62,0.4523,-0.0504,-43.75,0.3879,-0.017,-31.13,0.4064,-0.00676
"1481",582.7825,-44.49,0.4525,-0.0462,-43.73,0.388,-0.017,-31.06,0.4064,-0.00677
"1482",583,-44.36,0.4527,-0.0439,-43.72,0.388,-0.0169,-30.99,0.4064,-0.00679
"1483",583.024,-44.32,0.4528,-0.0468,-43.72,0.388,-0.0169,-30.99,0.4065,-0.00679
"1484",583.0552,-44.22,0.4529,-0.0552,-43.71,0.388,-0.0169,-30.98,0.4065,-0.00679
"1485",583.0958,-44,0.4533,-0.0714,-43.71,0.388,-0.0169,-30.96,0.4065,-0.0068
"1486",583.1485,-43.62,0.4539,-0.093,-43.71,0.388,-0.0169,-30.95,0.4065,-0.0068
"1487",583.217,-43.03,0.4549,-0.119,-43.7,0.388,-0.0169,-30.92,0.4065,-0.00679
"1488",583.304,-42.22,0.4562,-0.146,-43.69,0.388,-0.0169,-30.9,0.4065,-0.00679
"1489",583.42,-41.14,0.458,-0.171,-43.68,0.388,-0.0169,-30.86,0.4065,-0.00678
"1490",583.565,-39.85,0.4601,-0.192,-43.67,0.388,-0.0169,-30.81,0.4066,-0.00677
"1491",583.7825,-38.08,0.463,-0.212,-43.65,0.3881,-0.0169,-30.74,0.4066,-0.00677
"1492",584,-36.48,0.4661,-0.225,-43.62,0.3881,-0.0169,-30.67,0.4067,-0.00678
"1493",584.25,-36.5,0.4661,-0.123,-43.59,0.3881,-0.0169,-30.59,0.4067,-0.00679
"1494",584.625,-37.06,0.465,-0.0591,-43.53,0.3882,-0.0171,-30.47,0.4068,-0.00682
"1495",585,-37.65,0.4637,-0.0276,-43.46,0.3883,-0.0172,-30.35,0.4069,-0.00687
"1496",585.5,-38.37,0.4625,-0.0168,-43.33,0.3885,-0.0176,-30.21,0.407,-0.00702
"1497",586,-39.02,0.4615,-0.0116,-43.16,0.3887,-0.018,-30.07,0.407,-0.00717
"1498",586.5,-39.61,0.4605,-0.00952,-42.96,0.389,-0.0185,-29.94,0.4071,-0.00739
"1499",587,-40.19,0.4596,-0.00809,-42.74,0.3893,-0.019,-29.81,0.4072,-0.00759
"1500",587.024,-40.21,0.4595,-0.00919,-42.73,0.3893,-0.019,-29.8,0.4072,-0.00761
"1501",587.0552,-40.22,0.4595,-0.0122,-42.71,0.3894,-0.0191,-29.8,0.4072,-0.00762
"1502",587.0958,-40.21,0.4595,-0.0174,-42.7,0.3894,-0.0191,-29.79,0.4072,-0.00764
"1503",587.1485,-40.16,0.4596,-0.0243,-42.67,0.3894,-0.0192,-29.77,0.4072,-0.00765
"1504",587.217,-40.08,0.4597,-0.0321,-42.64,0.3895,-0.0192,-29.76,0.4072,-0.00767
"1505",587.304,-39.97,0.4599,-0.0396,-42.6,0.3895,-0.0193,-29.73,0.4073,-0.00769
"1506",587.42,-39.8,0.4602,-0.0464,-42.54,0.3896,-0.0194,-29.7,0.4073,-0.00772
"1507",587.565,-39.6,0.4605,-0.0516,-42.47,0.3897,-0.0196,-29.67,0.4073,-0.00775
"1508",587.7825,-39.32,0.461,-0.0558,-42.36,0.3899,-0.0198,-29.61,0.4073,-0.0078
"1509",588,-39.05,0.4614,-0.0586,-42.25,0.39,-0.02,-29.56,0.4074,-0.00786
"1510",588.25,-39.3,0.4611,-0.0324,-42.12,0.3902,-0.0202,-29.49,0.4074,-0.00791
"1511",588.625,-39.73,0.4603,-0.0162,-41.93,0.3905,-0.0205,-29.4,0.4074,-0.00798
"1512",589,-40.27,0.4594,-0.0059,-41.74,0.3907,-0.0208,-29.31,0.4075,-0.00806
"1513",589.5,-40.91,0.4584,-0.00202,-41.49,0.3911,-0.0211,-29.17,0.4076,-0.00805
"1514",590,-41.55,0.4573,0.000347,-41.24,0.3914,-0.0214,-29.04,0.4076,-0.00809
"1515",590.5,-42.16,0.4563,0.00138,-41.01,0.3917,-0.0216,-28.9,0.4077,-0.00806
"1516",591,-42.75,0.4554,0.00222,-40.78,0.3921,-0.0217,-28.76,0.4078,-0.0081
"1517",592,-43.29,0.4544,-0.00595,-40.41,0.3926,-0.0218,-28.44,0.408,-0.00795
"1518",592.024,-43.37,0.4544,-0.00506,-40.39,0.3926,-0.0218,-28.43,0.408,-0.00797
"1519",592.0552,-43.37,0.4543,-0.00633,-40.38,0.3926,-0.0218,-28.42,0.408,-0.00796
"1520",592.0958,-43.39,0.4543,-0.00747,-40.36,0.3926,-0.0218,-28.41,0.408,-0.00796
"1521",592.1485,-43.39,0.4543,-0.00944,-40.34,0.3927,-0.0218,-28.39,0.408,-0.00795
"1522",592.217,-43.4,0.4543,-0.0115,-40.32,0.3927,-0.0218,-28.37,0.408,-0.00793
"1523",592.304,-43.4,0.4543,-0.0136,-40.29,0.3927,-0.0218,-28.34,0.408,-0.00791
"1524",592.42,-43.39,0.4543,-0.0155,-40.25,0.3928,-0.0218,-28.3,0.4081,-0.00788
"1525",592.565,-43.39,0.4543,-0.0171,-40.2,0.3929,-0.0218,-28.26,0.4081,-0.00786
"1526",592.7825,-43.38,0.4543,-0.0184,-40.13,0.393,-0.0218,-28.18,0.4081,-0.00785
"1527",593,-43.38,0.4543,-0.0191,-40.06,0.3931,-0.0218,-28.11,0.4082,-0.00785
"1528",593.25,-43.55,0.4541,-0.0121,-39.98,0.3932,-0.0218,-28.03,0.4082,-0.00781
"1529",593.625,-43.85,0.4536,-0.00715,-39.88,0.3933,-0.0217,-27.9,0.4083,-0.00781
"1530",594,-44.18,0.453,-0.0038,-39.79,0.3934,-0.0216,-27.77,0.4084,-0.00783
"1531",594.5,-44.45,0.4525,-0.00606,-39.68,0.3936,-0.0215,-27.58,0.4085,-0.00775
"1532",595,-44.73,0.4521,-0.00649,-39.58,0.3937,-0.0214,-27.4,0.4086,-0.00778
"1533",595.5,-44.98,0.4517,-0.00695,-39.49,0.3938,-0.0212,-27.22,0.4087,-0.00783
"1534",596,-45.23,0.4513,-0.0069,-39.41,0.394,-0.0211,-27.05,0.4088,-0.00796
"1535",597,-45.71,0.4505,-0.00669,-39.3,0.3941,-0.0207,-26.54,0.4091,-0.00692
"1536",598,-46.18,0.4497,-0.00635,-39.22,0.3942,-0.0204,-25.42,0.4097,-0.00203
"1537",599,-46.62,0.449,-0.00609,-39.16,0.3943,-0.02,-24.65,0.4101,-0.00194
"1538",600,-47.06,0.4483,-0.00585,-39.13,0.3943,-0.0196,-23.95,0.4105,-0.00235
"1539",601,-47.47,0.4476,-0.00565,-39.12,0.3944,-0.0192,-23.35,0.4108,-0.00299
"1540",602,-47.89,0.4471,-0.00546,-39.12,0.3944,-0.0188,-22.74,0.4111,-0.0032
"1541",603,-48.29,0.4465,-0.0053,-39.13,0.3943,-0.0183,-22.13,0.4114,-0.00314
"1542",604,-48.68,0.446,-0.00516,-39.15,0.3943,-0.0179,-21.47,0.4118,-0.0028
"1543",605,-49.06,0.4455,-0.00503,-39.18,0.3943,-0.0175,-20.8,0.4121,-0.00247
"1544",606,-49.44,0.445,-0.00491,-39.21,0.3942,-0.0171,-20.08,0.4124,-0.00177
"1545",607,-49.81,0.4445,-0.00487,-39.25,0.3942,-0.0168,-19.35,0.4128,-0.00124
"1546",608,-50.17,0.4441,-0.00474,-39.28,0.3941,-0.0164,-18.57,0.4132,-0.000499
"1547",609,-50.84,0.4432,-0.000196,-39.32,0.3941,-0.016,-17.83,0.4135,-0.000196
"1548",610,-51.77,0.442,0.00535,-39.36,0.394,-0.0156,-17.18,0.4138,-0.000525
"1549",611,-52.7,0.4407,0.00731,-39.39,0.394,-0.0152,-16.52,0.414,-0.000477
"1550",612,-53.61,0.4395,0.0084,-39.44,0.3939,-0.0147,-15.96,0.4143,-0.000938
"1551",613,-54.87,0.4379,0.0132,-39.49,0.3938,-0.0143,-15.36,0.4145,-0.000814
"1552",614,-56.05,0.4363,0.0147,-39.55,0.3938,-0.0138,-14.75,0.4148,-0.000476
"1553",615,-56.92,0.4351,0.0116,-39.62,0.3937,-0.0133,-14.28,0.4149,-0.00123
"1554",616,-57.78,0.434,0.011,-39.71,0.3935,-0.0128,-13.8,0.4151,-0.00143
"1555",617,-58.62,0.4329,0.0109,-39.8,0.3934,-0.0123,-13.41,0.4152,-0.00208
"1556",618,-59.08,0.4323,0.00683,-39.9,0.3933,-0.0118,-13.03,0.4154,-0.00239
"1557",619,-59.2,0.4321,0.00163,-40.01,0.3931,-0.0113,-12.68,0.4155,-0.00266
"1558",620,-59.33,0.432,-0.000182,-40.13,0.393,-0.0108,-12.33,0.4156,-0.0028
"1559",621,-59.44,0.4319,-0.00106,-40.24,0.3928,-0.0103,-11.95,0.4157,-0.00262
"1560",622,-59.57,0.4317,-0.00132,-40.35,0.3926,-0.00992,-11.64,0.4159,-0.0029
"1561",623,-59.71,0.4315,-0.00147,-40.46,0.3925,-0.00954,-11.4,0.4159,-0.00343
"1562",624,-59.86,0.4313,-0.00155,-40.57,0.3924,-0.00919,-11.19,0.416,-0.00385
"1563",625,-60.01,0.4311,-0.00161,-40.66,0.3922,-0.00888,-11.01,0.416,-0.00422
"1564",626,-60.17,0.431,-0.00164,-40.76,0.3921,-0.00859,-10.84,0.4161,-0.00454
"1565",627,-60.33,0.4308,-0.00167,-40.84,0.392,-0.00833,-10.66,0.4161,-0.00448
"1566",628,-60.49,0.4306,-0.00168,-40.92,0.3919,-0.00809,-10.52,0.4162,-0.00479
"1567",629,-60.65,0.4305,-0.00169,-41,0.3918,-0.00787,-10.39,0.4162,-0.00492
"1568",630,-60.82,0.4303,-0.00169,-41.07,0.3917,-0.00766,-10.24,0.4163,-0.00479
"1569",631,-60.98,0.4301,-0.00169,-41.14,0.3916,-0.00747,-10.06,0.4163,-0.00453
"1570",632,-61.14,0.43,-0.00168,-41.2,0.3915,-0.0073,-9.92,0.4164,-0.00462
"1571",633,-61.68,0.4294,0.00243,-41.26,0.3914,-0.00713,-9.8,0.4164,-0.00469
"1572",634,-62.55,0.4285,0.00757,-41.32,0.3913,-0.00697,-9.73,0.4164,-0.00503
"1573",635,-63.8,0.4272,0.0134,-41.38,0.3912,-0.0068,-9.66,0.4164,-0.0052
"1574",636,-65.02,0.4259,0.0155,-41.44,0.3911,-0.00663,-9.55,0.4165,-0.00497
"1575",637,-66.26,0.4246,0.0168,-41.51,0.391,-0.00644,-9.47,0.4165,-0.00504
"1576",638,-67.49,0.4233,0.0173,-41.59,0.3909,-0.00623,-9.38,0.4165,-0.00497
"1577",639,-68.69,0.4221,0.0178,-41.68,0.3908,-0.00601,-9.34,0.4165,-0.0052
"1578",640,-69.91,0.4208,0.0181,-41.77,0.3907,-0.00577,-9.26,0.4166,-0.00511
"1579",641,-70.66,0.42,0.0147,-41.89,0.3905,-0.00551,-9.26,0.4166,-0.00547
"1580",642,-71.03,0.4196,0.0101,-42.01,0.3904,-0.00525,-9.26,0.4166,-0.00567
"1581",643,-70.93,0.4197,0.00454,-42.14,0.3902,-0.00499,-9.26,0.4166,-0.00577
"1582",644,-70.86,0.4198,0.00239,-42.28,0.39,-0.00474,-9.29,0.4166,-0.00603
"1583",645,-70.75,0.4199,0.00123,-42.43,0.3898,-0.0045,-9.28,0.4166,-0.00584
"1584",646,-70.68,0.42,0.000799,-42.58,0.3896,-0.00428,-9.24,0.4166,-0.00558
"1585",647,-70.63,0.42,0.000532,-42.72,0.3894,-0.00408,-9.23,0.4166,-0.0055
"1586",648,-70.6,0.4201,0.000367,-42.87,0.3891,-0.00391,-9.28,0.4166,-0.0059
"1587",649,-70.57,0.4201,0.000237,-43.02,0.3889,-0.00375,-9.19,0.4166,-0.00512
"1588",650,-70.56,0.4201,0.000134,-43.16,0.3888,-0.00361,-9.21,0.4166,-0.00535
"1589",651,-70.56,0.4201,4.86e-05,-43.29,0.3886,-0.00349,-9.24,0.4166,-0.00556
"1590",652,-70.57,0.4201,-2.26e-05,-43.43,0.3884,-0.00339,-9.25,0.4166,-0.00541
"1591",653,-70.58,0.4201,-8.3e-05,-43.55,0.3882,-0.00329,-9.23,0.4166,-0.00512
"1592",654,-70.59,0.4201,-0.000134,-43.67,0.388,-0.00321,-9.2,0.4166,-0.00486
"1593",655,-70.61,0.4201,-0.000179,-43.79,0.3879,-0.00314,-9.2,0.4166,-0.00485
"1594",656,-71.07,0.4196,0.00354,-43.9,0.3877,-0.00307,-9.2,0.4166,-0.00476
"1595",657,-71.93,0.4187,0.00851,-44.01,0.3876,-0.00301,-9.16,0.4166,-0.00443
"1596",658,-73.24,0.4173,0.0143,-44.11,0.3874,-0.00295,-9.24,0.4166,-0.00496
"1597",659,-75.01,0.4155,0.0204,-44.22,0.3873,-0.00288,-9.35,0.4165,-0.0055
"1598",660,-76.77,0.4139,0.0229,-44.32,0.3871,-0.0028,-9.38,0.4165,-0.00519
"1599",661,-78.55,0.4124,0.0242,-44.43,0.387,-0.0027,-9.44,0.4165,-0.00519
"1600",662,-80.29,0.411,0.0246,-44.55,0.3868,-0.00259,-9.42,0.4165,-0.0047
"1601",663,-82.03,0.4096,0.025,-44.68,0.3866,-0.00245,-9.43,0.4165,-0.00457
"1602",664,-83.75,0.4081,0.0252,-44.81,0.3865,-0.0023,-9.39,0.4165,-0.00413
"1603",665,-84.99,0.4071,0.0223,-44.96,0.3863,-0.00213,-9.42,0.4165,-0.00428
"1604",666,-85.75,0.4065,0.0181,-45.12,0.386,-0.00195,-9.45,0.4165,-0.00436
"1605",667,-85.95,0.4063,0.0129,-45.28,0.3858,-0.00176,-9.41,0.4165,-0.00381
"1606",668,-85.63,0.4066,0.00746,-45.46,0.3856,-0.00156,-9.47,0.4165,-0.00421
"1607",669,-85.3,0.4069,0.00493,-45.64,0.3853,-0.00137,-9.5,0.4165,-0.00414
"1608",670,-84.95,0.4072,0.00345,-45.83,0.385,-0.00118,-9.49,0.4165,-0.00377
"1609",671,-84.65,0.4074,0.0028,-46.02,0.3848,-0.000996,-9.51,0.4165,-0.00377
"1610",672,-84.37,0.4076,0.00238,-46.21,0.3845,-0.000836,-9.57,0.4165,-0.00397
"1611",673,-84.13,0.4078,0.00212,-46.39,0.3843,-0.000694,-9.62,0.4165,-0.00395
"1612",674,-83.91,0.408,0.0019,-46.58,0.384,-0.000569,-9.7,0.4164,-0.00413
"1613",675,-83.71,0.4082,0.00171,-46.75,0.3838,-0.000461,-9.76,0.4164,-0.00404
"1614",676,-83.53,0.4083,0.00156,-46.93,0.3835,-0.000369,-9.81,0.4164,-0.00395
"1615",677,-83.36,0.4085,0.00143,-47.1,0.3833,-0.000291,-9.85,0.4164,-0.00372
"1616",678,-83.21,0.4086,0.00132,-47.26,0.3831,-0.000224,-9.83,0.4164,-0.00319
"1617",679,-83.07,0.4087,0.00122,-47.42,0.3828,-0.000168,-9.82,0.4164,-0.00291
"1618",680,-83.43,0.4084,0.00443,-47.57,0.3826,-0.00012,-9.85,0.4164,-0.00298
"1619",681,-84.25,0.4078,0.00885,-47.72,0.3824,-7.74e-05,-9.91,0.4164,-0.00311
"1620",682,-85.62,0.4066,0.0141,-47.86,0.3823,-3.88e-05,-10.01,0.4163,-0.00345
"1621",683,-87.53,0.4051,0.0198,-48,0.3821,-8.98e-07,-10.1,0.4163,-0.00353
"1622",684,-90,0.403,0.0256,-48.13,0.3819,4.02e-05,-10.13,0.4163,-0.0031
"1623",685,-92.52,0.4009,0.0285,-48.27,0.3818,8.83e-05,-10.21,0.4163,-0.00324
"1624",686,-95.14,0.3988,0.0304,-48.4,0.3816,0.000146,-10.34,0.4162,-0.0037
"1625",687,-97.75,0.3971,0.0313,-48.54,0.3814,0.000218,-10.4,0.4162,-0.00336
"1626",688,-99.78,0.3957,0.0287,-48.69,0.3813,0.000304,-10.45,0.4162,-0.00312
"1627",689,-101.24,0.3948,0.025,-48.84,0.3811,0.000405,-10.52,0.4162,-0.00313
"1628",690,-102.02,0.3943,0.0203,-49.01,0.3809,0.000518,-10.55,0.4162,-0.00282
"1629",691,-102.15,0.3942,0.0152,-49.18,0.3806,0.000639,-10.61,0.4162,-0.00284
"1630",692,-101.61,0.3946,0.0096,-49.36,0.3804,0.000767,-10.62,0.4162,-0.00244
"1631",693,-101.04,0.3949,0.00666,-49.54,0.3802,0.000895,-10.69,0.4161,-0.00259
"1632",694,-100.43,0.3953,0.00485,-49.73,0.38,0.00102,-10.77,0.4161,-0.00278
"1633",695,-99.9,0.3957,0.00397,-49.93,0.3797,0.00113,-10.81,0.4161,-0.00248
"1634",696,-99.41,0.396,0.00338,-50.12,0.3795,0.00125,-10.95,0.4161,-0.00299
"1635",697,-98.97,0.3963,0.00303,-50.32,0.3792,0.00135,-11.08,0.416,-0.00326
"1636",698,-98.56,0.3965,0.00277,-50.52,0.379,0.00145,-11.17,0.416,-0.00307
"1637",699,-98.18,0.3968,0.00257,-50.71,0.3788,0.00153,-11.29,0.416,-0.00314
"1638",700,-97.81,0.397,0.0024,-50.9,0.3785,0.0016,-11.37,0.4159,-0.00289
"1639",701,-97.48,0.3972,0.00225,-51.09,0.3783,0.00166,-11.4,0.4159,-0.00243
"1640",702,-97.16,0.3974,0.00209,-51.27,0.3781,0.00171,-11.46,0.4159,-0.00237
"1641",703,-96.86,0.3976,0.00198,-51.45,0.3778,0.00175,-11.48,0.4159,-0.00193
"1642",704,-97.17,0.3975,0.00508,-51.62,0.3776,0.00178,-11.55,0.4159,-0.00206
"1643",705,-98.04,0.3969,0.00948,-51.78,0.3774,0.00181,-11.59,0.4159,-0.00184
"1644",706,-99.56,0.3959,0.0146,-51.94,0.3772,0.00183,-11.66,0.4158,-0.00187
"1645",707,-101.67,0.3946,0.0198,-52.1,0.377,0.00185,-11.76,0.4158,-0.00213
"1646",708,-104.42,0.3928,0.0251,-52.25,0.3768,0.00187,-11.81,0.4158,-0.0018
"1647",709,-107.27,0.391,0.0278,-52.41,0.3767,0.0019,-11.9,0.4158,-0.00195
"1648",710,-110.24,0.3891,0.0295,-52.56,0.3765,0.00193,-11.97,0.4157,-0.00188
"1649",711,-113.23,0.3871,0.0304,-52.71,0.3763,0.00196,-12,0.4157,-0.00149
"1650",712,-115.61,0.3856,0.0285,-52.86,0.3761,0.00201,-12.05,0.4157,-0.00137
"1651",713,-117.36,0.3845,0.0254,-53.02,0.3759,0.00206,-12.04,0.4157,-0.000897
"1652",714,-118.29,0.3839,0.0211,-53.18,0.3757,0.00213,-12.06,0.4157,-0.000752
"1653",715,-118.42,0.3838,0.016,-53.34,0.3755,0.00221,-12.09,0.4157,-0.000705
"1654",716,-117.74,0.3842,0.0105,-53.51,0.3753,0.00229,-12.13,0.4157,-0.000723
"1655",717,-117,0.3847,0.00749,-53.68,0.3751,0.00237,-12.12,0.4157,-0.000309
"1656",718,-116.21,0.3852,0.00558,-53.86,0.3749,0.00246,-12.17,0.4157,-0.00043
"1657",719,-115.51,0.3857,0.00464,-54.04,0.3746,0.00255,-12.23,0.4156,-0.000602
"1658",720,-114.85,0.3861,0.00407,-54.21,0.3744,0.00263,-12.33,0.4156,-9e-04
"1659",721,-114.24,0.3865,0.0037,-54.39,0.3742,0.00272,-12.41,0.4156,-0.000931
"1660",722,-113.68,0.3869,0.00346,-54.57,0.374,0.0028,-12.48,0.4156,-0.000847
"1661",723,-113.15,0.3872,0.00327,-54.75,0.3738,0.00288,-12.58,0.4155,-0.000966
"1662",724,-112.65,0.3875,0.00311,-54.93,0.3735,0.00294,-12.62,0.4155,-0.000641
"1663",725,-112.17,0.3878,0.00296,-55.1,0.3733,0.00299,-12.67,0.4155,-0.000497
"1664",726,-111.72,0.3881,0.00285,-55.27,0.3731,0.00304,-12.71,0.4155,-0.000368
"1665",727,-111.29,0.3884,0.00275,-55.44,0.3729,0.00308,-12.75,0.4155,-0.000242
"1666",728,-111.5,0.3883,0.00532,-55.6,0.3727,0.00311,-12.8,0.4154,-0.00019
"1667",729,-112.35,0.3877,0.00918,-55.76,0.3725,0.00314,-12.92,0.4154,-0.000625
"1668",730,-114.63,0.3863,0.0168,-55.92,0.3723,0.00316,-13.02,0.4154,-0.000756
"1669",731,-117.67,0.3844,0.0233,-56.07,0.3721,0.00318,-13.1,0.4153,-0.000617
"1670",732,-121.66,0.382,0.0296,-56.22,0.3719,0.0032,-13.19,0.4153,-0.000605
"1671",733,-125.81,0.3799,0.0326,-56.36,0.3718,0.00321,-13.22,0.4153,-0.000244
"1672",734,-130.12,0.3777,0.0344,-56.5,0.3716,0.00323,-13.3,0.4153,-0.000262
"1673",735,-134.43,0.3756,0.0352,-56.65,0.3714,0.00326,-13.32,0.4153,6.58e-05
"1674",736,-138.12,0.3737,0.0337,-56.79,0.3712,0.00328,-13.37,0.4152,0.000146
"1675",737,-141.11,0.3722,0.031,-56.94,0.3711,0.00332,-13.46,0.4152,-0.000121
"1676",738,-142.46,0.3715,0.0252,-57.09,0.3709,0.00338,-13.5,0.4152,0.000146
"1677",739,-142.76,0.3714,0.0196,-57.25,0.3707,0.00343,-13.53,0.4152,0.000383
